file name,label
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404111326_SEGM_3_614_809.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404114450_SEGM_18_440_542.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404111112_SEGM_11_554_62.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404114418_SEGM_21_1155_133.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404114342_SEGM_8_790_563.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404114541_SEGM_12_869_442.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404111243_SEGM_0_56_619.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404114439_SEGM_27_295_333.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404111659_SEGM_10_1150_775.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404112352_SEGM_5_346_115.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404110424_SEGM_17_507_717.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404110653_SEGM_6_818_668.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404105605_SEGM_4_240_204.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404111323_SEGM_0_1221_879.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404112044_SEGM_8_416_613.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404110618_SEGM_17_133_394.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404111519_SEGM_25_641_356.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404113255_SEGM_28_1127_571.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404114404_SEGM_4_759_842.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404111653_SEGM_8_153_740.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404113830_SEGM_12_269_233.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190402165633_SEGM_5_1060_138.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404113626_SEGM_39_316_201.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404113645_SEGM_16_770_533.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404114625_SEGM_49_293_477.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404112028_SEGM_7_644_522.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404113011_SEGM_26_96_160.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404111546_SEGM_6_520_668.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404112014_SEGM_5_96_734.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404114537_SEGM_16_1002_325.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404114421_SEGM_16_170_558.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404113954_SEGM_10_768_391.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404111320_SEGM_2_286_810.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190402173134_SEGM_1_1105_597.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404114439_SEGM_10_433_782.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404110755_SEGM_6_597_758.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404114413_SEGM_12_1131_692.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404111514_SEGM_24_885_248.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404114537_SEGM_12_1112_476.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404114512_SEGM_26_704_429.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404113240_SEGM_40_315_248.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404112028_SEGM_10_382_423.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404112115_SEGM_18_927_81.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404110658_SEGM_22_391_462.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404111616_SEGM_14_870_132.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404113657_SEGM_33_200_683.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404111413_SEGM_24_251_451.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404112134_SEGM_24_1181_109.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404110146_SEGM_3_444_825.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404114531_SEGM_52_1049_54.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404110731_SEGM_25_105_211.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404105223_SEGM_12_648_466.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404110146_SEGM_35_767_231.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404114502_SEGM_35_429_268.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404110053_SEGM_24_1099_125.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404111320_SEGM_10_543_408.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404114516_SEGM_33_781_113.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404111532_SEGM_36_434_67.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404112038_SEGM_25_1186_98.png,1
/home/agtrivedi/.keras/datasets/train/images/1/train_SEGM/20190404113129_SEGM_7_529_721.png,1
